row_index,loan_amount,income,combined_loan_to_value_ratio,interest_rate,debt_to_income_ratio,rate_spread,loan_term,total_loan_costs,origination_charges,tract_population,tract_minority_population_percent,tract_to_msa_income_percentage,tract_median_age_of_housing_units,applicant_age,stat_score,if_score,if_flag,dbscan_noise,tier,typology
89782,355000,,70.0,8.875,15.0,,360.0,,,9265,48.03,217.0,7,39.5,2,-0.0339,True,,Confirmed (2 metode),Unclassified / Manual Review
94789,315000,80.0,,4.25,,,360.0,5101.36,1044.27,27220,69.7,141.0,6,49.5,2,-0.0339,True,,Confirmed (2 metode),Unclassified / Manual Review
99744,3725000,,79.0,4.75,,,17.0,,,1981,42.66,70.0,41,,2,-0.0339,True,,Confirmed (2 metode),Unclassified / Manual Review
49241,335000,369.0,45.0,4.95,25.0,,60.0,,,1431,9.15,120.0,25,69.5,2,-0.0338,True,,Confirmed (2 metode),Unclassified / Manual Review
68868,55000,1189.0,72.216,,15.0,,360.0,,,10376,40.36,121.0,14,49.5,2,-0.0338,True,,Confirmed (2 metode),Unclassified / Manual Review
89431,805000,276.0,80.0,3.5,44.0,,360.0,,,0,0.0,0.0,0,39.5,2,-0.0338,True,,Confirmed (2 metode),Unclassified / Manual Review
8158,205000,563.0,56.417,1.99,15.0,-1.82,360.0,,,7235,39.77,124.0,61,49.5,2,-0.0337,True,,Confirmed (2 metode),Unclassified / Manual Review
38131,495000,,80.0,10.5,,,12.0,,,6838,32.85,89.0,66,,2,-0.0336,True,,Confirmed (2 metode),Unclassified / Manual Review
44877,405000,230.0,74.53,4.25,25.0,-0.096,180.0,,,14610,61.23,171.0,10,39.5,2,-0.0336,True,,Confirmed (2 metode),Unclassified / Manual Review
50058,215000,,,,,,360.0,,,30199,72.92,121.0,9,29.5,2,-0.0336,True,,Confirmed (2 metode),Unclassified / Manual Review
75693,515000,115.0,53.37,5.375,48.0,,360.0,19456.2,14888.7,0,0.0,0.0,0,59.5,3,-0.0336,True,,Confirmed (2 metode),Unclassified / Manual Review
94902,2665000,543.0,65.0,2.875,37.0,0.049,360.0,10786.75,1060.0,1243,3.46,156.0,35,49.5,2,-0.0336,True,,Confirmed (2 metode),Unclassified / Manual Review
97853,95000,169.0,89.258,6.0,25.0,0.34,480.0,,,12283,44.51,110.0,9,39.5,2,-0.0336,True,,Confirmed (2 metode),Unclassified / Manual Review
7068,655000,430.0,70.0,4.125,37.0,0.463,360.0,6655.75,850.0,10520,46.47,285.0,10,49.5,3,-0.0335,True,,Confirmed (2 metode),Unclassified / Manual Review
13899,2285000,480.0,,,,,360.0,,,3040,17.83,222.0,0,39.5,3,-0.0335,True,,Confirmed (2 metode),Unclassified / Manual Review
75867,645000,333.0,62.0,4.67,49.0,0.884,360.0,4478.6,940.0,3441,23.42,301.0,6,59.5,2,-0.0335,True,,Confirmed (2 metode),Unclassified / Manual Review
76541,285000,,,4.25,,,360.0,9287.58,2385.87,27220,69.7,141.0,6,,2,-0.0335,True,,Confirmed (2 metode),Unclassified / Manual Review
80562,1605000,295.0,49.08,2.375,42.0,-0.588,360.0,4265.75,865.0,2731,30.43,168.0,0,49.5,2,-0.0335,True,,Confirmed (2 metode),Rare Legitimate
90782,15000,168.0,101.696,0.001,44.0,-4.04,1.0,195.0,0.0,4302,80.5,103.0,21,39.5,3,-0.0335,True,,Confirmed (2 metode),Unclassified / Manual Review
226,15000,88.0,89.979,2.99,33.0,-2.49,60.0,,,1653,50.15,47.0,69,29.5,2,-0.0333,True,0.0,Confirmed (2 metode),Unclassified / Manual Review
11660,25000,86.0,14.589,6.75,33.0,2.46,120.0,0.0,0.0,5016,85.83,71.0,70,59.5,2,-0.0333,True,,Confirmed (2 metode),Unclassified / Manual Review
607,355000,880.0,94.53,,25.0,,360.0,,,6722,24.84,292.0,55,49.5,2,-0.0332,True,,Confirmed (2 metode),Unclassified / Manual Review
39269,2065000,873.0,,,,,360.0,,,5813,20.92,222.0,59,39.5,3,-0.0332,True,,Confirmed (2 metode),Unclassified / Manual Review
46649,175000,75.0,84.74,4.15,40.0,1.115,61.0,2512.75,1993.51,10178,19.7,190.0,14,29.5,3,-0.0332,True,,Confirmed (2 metode),Unclassified / Manual Review
6394,3905000,500.0,,,,,360.0,,,2742,26.22,174.0,0,59.5,2,-0.0331,True,,Confirmed (2 metode),Unclassified / Manual Review
38292,65000,75.0,60.81,,15.0,,360.0,,,11630,29.83,186.0,14,59.5,2,-0.0331,True,,Confirmed (2 metode),Unclassified / Manual Review
53934,255000,92.0,55.0,5.75,25.0,0.469,360.0,3569.8,1507.5,11526,34.99,176.0,13,80.0,2,-0.0331,True,,Confirmed (2 metode),Unclassified / Manual Review
63289,445000,0.0,63.58,8.125,15.0,3.367,360.0,13464.89,11395.0,5013,99.2,58.0,57,49.5,2,-0.0331,True,,Confirmed (2 metode),Data Error
68311,1155000,313.0,80.0,3.125,33.0,-2.034,360.0,,,1632,92.83,102.0,37,29.5,3,-0.0331,True,,Confirmed (2 metode),Unclassified / Manual Review
75636,15000,97.0,69.622,6.7,33.0,,120.0,,,12043,66.74,139.0,16,49.5,2,-0.0331,True,,Confirmed (2 metode),Unclassified / Manual Review
20,1575000,774.0,85.0,5.0,33.0,-0.769,360.0,12401.66,1095.0,5812,21.71,215.0,9,49.5,3,-0.033,True,,Confirmed (2 metode),Unclassified / Manual Review
26778,445000,262.0,,2.125,,,180.0,12749.04,9866.14,10717,61.32,210.0,9,,3,-0.033,True,,Confirmed (2 metode),Unclassified / Manual Review
28348,2205000,399.0,57.89,4.25,47.0,1.815,360.0,28429.0,24245.0,3687,76.19,130.0,68,39.5,4,-0.033,True,,Confirmed (2 metode),Rare Legitimate
26218,1445000,833.0,85.0,4.75,36.0,0.081,360.0,,,4770,26.79,248.0,52,39.5,3,-0.0329,True,,Confirmed (2 metode),Unclassified / Manual Review
38980,65000,106.0,99.959,4.0,15.0,1.56,180.0,0.0,0.0,11046,10.52,123.0,14,39.5,2,-0.0329,True,,Confirmed (2 metode),Unclassified / Manual Review
59851,195000,138.0,,5.5,,,180.0,7307.35,4923.0,16990,60.48,117.0,10,,2,-0.0329,True,,Confirmed (2 metode),Unclassified / Manual Review
85659,795000,333.0,,,,,,,,0,0.0,0.0,0,49.5,3,-0.0329,True,,Confirmed (2 metode),Unclassified / Manual Review
3688,1085000,,,,,,24.0,,,3992,99.05,55.0,66,,2,-0.0328,True,,Confirmed (2 metode),Unclassified / Manual Review
17394,425000,226.0,80.0,3.25,48.0,0.263,360.0,5567.06,1440.0,18273,64.63,138.0,11,39.5,2,-0.0328,True,,Confirmed (2 metode),Unclassified / Manual Review
41578,605000,215.0,90.0,8.625,46.0,3.355,360.0,17265.75,11472.0,5969,98.24,90.0,72,29.5,2,-0.0328,True,,Confirmed (2 metode),Unclassified / Manual Review
67839,385000,332.0,67.048,3.25,25.0,0.903,240.0,5642.98,1300.0,6601,19.63,292.0,0,49.5,2,-0.0328,True,,Confirmed (2 metode),Unclassified / Manual Review
74928,585000,120.0,80.0,2.875,37.0,-0.305,360.0,2795.4,694.0,10054,24.86,236.0,0,29.5,3,-0.0328,True,,Confirmed (2 metode),Unclassified / Manual Review
81503,855000,141.0,29.825,3.375,40.0,0.041,360.0,3904.45,1440.0,3216,29.63,311.0,70,80.0,2,-0.0328,True,,Confirmed (2 metode),Unclassified / Manual Review
1385,1305000,476.0,,,,,180.0,,,4262,26.96,295.0,22,39.5,3,-0.0327,True,,Confirmed (2 metode),Unclassified / Manual Review
25967,505000,658.0,59.8802,4.31,48.0,-0.02,360.0,,,6745,24.11,241.0,45,69.5,2,-0.0327,True,,Confirmed (2 metode),Rare Legitimate
76296,305000,150.0,70.0,5.999,37.0,-0.344,360.0,6282.36,2569.99,16195,77.05,130.0,6,49.5,2,-0.0327,True,,Confirmed (2 metode),Unclassified / Manual Review
26169,25000,75.0,7.342,5.0,25.0,,60.0,,,4296,37.94,177.0,14,59.5,2,-0.0326,True,,Confirmed (2 metode),Unclassified / Manual Review
99380,35000,38.0,,8.9,33.0,3.748,144.0,,,1977,64.09,38.0,40,29.5,2,-0.0326,True,,Confirmed (2 metode),Unclassified / Manual Review
24775,975000,455.0,90.0,4.875,15.0,-0.427,360.0,15455.25,9700.0,5206,85.77,106.0,73,39.5,2,-0.0325,True,,Confirmed (2 metode),Unclassified / Manual Review
30660,165000,128.0,55.772,,25.0,,180.0,,,11498,57.73,154.0,9,39.5,2,-0.0325,True,,Confirmed (2 metode),Unclassified / Manual Review
46295,575000,148.0,,,,,360.0,,,14451,71.78,209.0,9,49.5,3,-0.0325,True,,Confirmed (2 metode),Unclassified / Manual Review
64229,45000,214.0,80.0,3.75,25.0,-0.71,300.0,,,13336,79.45,91.0,13,39.5,2,-0.0325,True,,Confirmed (2 metode),Unclassified / Manual Review
84596,25000,65.0,11.0,3.81,25.0,1.505,60.0,299.0,299.0,3035,25.54,100.0,37,69.5,2,-0.0325,True,,Confirmed (2 metode),Unclassified / Manual Review
90116,985000,741.0,90.0,4.375,15.0,-0.864,360.0,4307.5,75.0,8733,33.77,149.0,17,59.5,2,-0.0325,True,,Confirmed (2 metode),Unclassified / Manual Review
6068,885000,200.0,80.0,3.0,33.0,-0.08,360.0,,,0,0.0,0.0,0,29.5,2,-0.0324,True,,Confirmed (2 metode),Unclassified / Manual Review
54849,105000,67.0,14.368,2.25,25.0,-2.05,,,,7253,96.26,93.0,45,80.0,2,-0.0324,True,,Confirmed (2 metode),Unclassified / Manual Review
7138,205000,533.0,70.0,6.25,15.0,4.38,12.0,,,3776,33.26,103.0,38,59.5,3,-0.0323,True,,Confirmed (2 metode),Unclassified / Manual Review
20629,205000,169.0,28.0,2.875,33.0,0.304,180.0,6235.11,2681.0,11656,76.62,116.0,15,39.5,1,-0.0323,True,1.0,Confirmed (2 metode),Unclassified / Manual Review
63245,915000,900.0,74.936,6.125,15.0,0.662,384.0,,,5594,10.62,124.0,12,49.5,2,-0.0323,True,,Confirmed (2 metode),Unclassified / Manual Review
7520,815000,176.0,94.118,5.125,43.0,,360.0,,,0,0.0,0.0,0,29.5,2,-0.0322,True,,Confirmed (2 metode),Unclassified / Manual Review
23135,1805000,600.0,50.0,,33.0,,360.0,,,5168,11.46,173.0,51,59.5,2,-0.0322,True,,Confirmed (2 metode),Rare Legitimate
56809,185000,,80.0,11.0,,,11.0,,,5282,73.8,0.0,25,,3,-0.0322,True,,Confirmed (2 metode),Unclassified / Manual Review
61051,1495000,1582.0,,,,,360.0,,,4088,30.75,169.0,74,39.5,2,-0.0322,True,,Confirmed (2 metode),Unclassified / Manual Review
99834,255000,365.0,82.237,0.0,25.0,-3.99,85.0,,,5491,30.67,167.0,48,59.5,3,-0.0322,True,,Confirmed (2 metode),Data Error
6015,35000,38.0,14.286,6.5,42.0,0.65,1.0,,,2382,6.88,165.0,29,39.5,2,-0.0321,True,,Confirmed (2 metode),Unclassified / Manual Review
35311,425000,380.0,88.842,,36.0,,360.0,,,0,0.0,0.0,0,49.5,2,-0.0321,True,,Confirmed (2 metode),Unclassified / Manual Review
39346,425000,426.0,61.53,2.375,15.0,0.029,180.0,2130.75,990.0,2692,25.19,209.0,25,59.5,2,-0.0321,True,,Confirmed (2 metode),Unclassified / Manual Review
41002,285000,107.0,80.56,2.875,38.0,-0.621,360.0,5716.89,4129.14,15058,76.14,113.0,18,69.5,2,-0.0321,True,,Confirmed (2 metode),Unclassified / Manual Review
62587,25000,80.0,90.0,10.0,46.0,4.99,60.0,,,3058,22.92,65.0,77,39.5,3,-0.0321,True,,Confirmed (2 metode),Unclassified / Manual Review
68455,395000,130.0,80.0,7.625,33.0,2.689,360.0,15580.12,12642.72,15930,43.12,127.0,12,49.5,4,-0.0321,True,,Confirmed (2 metode),Unclassified / Manual Review
69056,135000,40.0,23.81,4.25,40.0,0.04,120.0,,,5343,14.88,284.0,53,59.5,1,-0.0321,True,1.0,Confirmed (2 metode),Unclassified / Manual Review
36370,1475000,550.0,70.0,,65.0,,360.0,,,6226,34.98,115.0,25,49.5,2,-0.032,True,,Confirmed (2 metode),Unclassified / Manual Review
61854,5000,117.0,99.446,0.0,15.0,-6.09,360.0,0.0,0.0,4135,41.43,93.0,0,20.0,2,-0.032,True,,Confirmed (2 metode),Data Error
61885,5000,102.0,99.9094,0.0,46.0,,36.0,,,4699,39.77,98.0,26,20.0,2,-0.032,True,,Confirmed (2 metode),Data Error
64329,115000,693.0,70.813,2.875,,,60.0,,,3413,16.64,59.0,75,39.5,2,-0.032,True,,Confirmed (2 metode),Unclassified / Manual Review
65316,975000,542.0,77.048,3.5,15.0,0.374,360.0,5969.15,895.0,7228,66.2,121.0,53,29.5,2,-0.032,True,,Confirmed (2 metode),Unclassified / Manual Review
20700,2425000,770.0,,,,,360.0,,,4207,48.13,219.0,62,49.5,3,-0.0319,True,,Confirmed (2 metode),Unclassified / Manual Review
43123,25000,63.0,89.77,7.49,25.0,1.41,72.0,0.0,0.0,5570,47.95,0.0,63,59.5,2,-0.0319,True,,Confirmed (2 metode),Unclassified / Manual Review
56200,1845000,1587.0,,,,,360.0,,,5133,9.06,132.0,27,59.5,2,-0.0319,True,,Confirmed (2 metode),Unclassified / Manual Review
64488,105000,27.0,75.0,10.0,55.0,3.942,360.0,5799.1,3835.0,1689,94.14,49.0,65,39.5,2,-0.0319,True,,Confirmed (2 metode),Unclassified / Manual Review
84914,975000,208.0,38.0,2.975,55.0,0.092,360.0,2988.5,552.5,1880,19.52,293.0,57,49.5,2,-0.0319,True,,Confirmed (2 metode),Rare Legitimate
22809,2105000,575.0,80.0,3.125,33.0,-0.478,360.0,4882.69,770.0,7440,19.95,182.0,27,39.5,2,-0.0318,True,,Confirmed (2 metode),Unclassified / Manual Review
35533,515000,357.0,66.0,2.49,33.0,0.09227,180.0,7530.84,3715.4,10459,16.15,54.0,16,39.5,2,-0.0318,True,,Confirmed (2 metode),Unclassified / Manual Review
69567,1085000,366.0,74.966,5.708,49.0,-0.523,360.0,19903.68,13171.23,4521,94.32,52.0,59,29.5,4,-0.0318,True,,Confirmed (2 metode),Unclassified / Manual Review
88136,235000,58.0,,,,,360.0,,,27220,69.7,141.0,6,49.5,2,-0.0318,True,,Confirmed (2 metode),Unclassified / Manual Review
19017,1425000,375.0,,2.75,,,360.0,8893.15,1540.0,9926,76.7,113.0,6,39.5,3,-0.0317,True,,Confirmed (2 metode),Unclassified / Manual Review
30147,275000,,,4.5,,,360.0,12338.86,1515.0,27220,69.7,141.0,6,,2,-0.0317,True,,Confirmed (2 metode),Unclassified / Manual Review
37925,675000,617.0,75.0,4.4,25.0,-0.918,360.0,5308.25,800.0,5214,22.8,290.0,78,49.5,2,-0.0317,True,,Confirmed (2 metode),Unclassified / Manual Review
49240,375000,305.0,48.7,9.999,45.0,,360.0,,,4590,96.23,78.0,0,39.5,2,-0.0317,True,,Confirmed (2 metode),Rare Legitimate
56144,45000,114.0,30.89,,33.0,,60.0,,,7371,10.2,152.0,26,29.5,2,-0.0317,True,,Confirmed (2 metode),Unclassified / Manual Review
71978,405000,109.0,45.072,5.375,48.0,-0.756,360.0,13968.2,10337.5,14783,53.35,178.0,7,49.5,3,-0.0317,True,,Confirmed (2 metode),Unclassified / Manual Review
88562,1005000,393.0,43.45,,33.0,,360.0,,,8701,67.19,210.0,13,59.5,3,-0.0317,True,,Confirmed (2 metode),Rare Legitimate
33180,575000,233.0,95.0,4.5,33.0,1.163,360.0,9625.95,4351.8,14194,78.11,143.0,9,29.5,2,-0.0316,True,,Confirmed (2 metode),Unclassified / Manual Review
33607,15000,59.0,5.0,0.0,25.0,,,100.0,100.0,1804,16.35,71.0,45,20.0,2,-0.0316,True,,Confirmed (2 metode),Data Error
43575,2485000,550.0,74.18,3.75,33.0,-0.074,360.0,16273.35,1400.0,3696,18.48,217.0,18,69.5,3,-0.0316,True,,Confirmed (2 metode),Unclassified / Manual Review
58268,55000,52.0,6.45,2.49,49.0,1.93,360.0,,,6745,24.11,241.0,45,69.5,2,-0.0316,True,,Confirmed (2 metode),Unclassified / Manual Review
89745,2345000,459.0,70.0,2.875,43.0,-0.462,360.0,14424.2,6952.5,5813,20.92,222.0,59,49.5,3,-0.0315,True,,Confirmed (2 metode),Unclassified / Manual Review
1639,65000,73.0,,10.5,15.0,6.164,180.0,,,6919,18.66,71.0,38,69.5,2,-0.0314,True,,Confirmed (2 metode),Potential Risk Signal
10552,55000,217.0,47.174,,55.0,,60.0,,,7934,34.76,206.0,16,49.5,2,-0.0314,True,,Confirmed (2 metode),Unclassified / Manual Review
25915,335000,65.0,90.0,4.75,49.0,-0.212,360.0,9938.77,2489.43,15080,70.19,117.0,8,29.5,2,-0.0314,True,,Confirmed (2 metode),Unclassified / Manual Review
29136,915000,186.0,100.0,4.0,45.0,-1.148,360.0,29737.11,24106.98,9775,84.6,211.0,20,49.5,5,-0.0314,True,,Confirmed (2 metode),Unclassified / Manual Review
40812,2415000,2370.0,,,,,360.0,,,5410,21.52,164.0,43,59.5,2,-0.0314,True,,Confirmed (2 metode),Unclassified / Manual Review
75590,525000,,113.38,10.25,,,12.0,,,3321,15.81,111.0,68,,2,-0.0314,True,,Confirmed (2 metode),Unclassified / Manual Review
78921,95000,,164.91,,,,12.0,,,1504,80.72,88.0,78,,2,-0.0313,True,,Confirmed (2 metode),Data Error
91431,545000,181.0,70.0,3.5,25.0,-2.04,372.0,,,0,0.0,0.0,0,49.5,2,-0.0313,True,,Confirmed (2 metode),Unclassified / Manual Review
3281,345000,90.0,98.46,5.875,55.0,1.646,360.0,13079.56,2240.0,13840,48.22,130.0,9,29.5,2,-0.0312,True,,Confirmed (2 metode),Unclassified / Manual Review
23392,45000,74.0,74.0,11.05,36.0,5.085,240.0,2096.45,795.0,3865,97.62,42.0,61,39.5,2,-0.0312,True,,Confirmed (2 metode),Potential Risk Signal
39703,765000,,261.342,6.75,,,360.0,,,6593,98.26,36.0,58,,2,-0.0312,True,0.0,Confirmed (2 metode),Data Error
80323,85000,27.0,66.67,8.0,36.0,3.736,60.0,2110.0,770.0,2325,54.88,46.0,62,59.5,2,-0.0312,True,,Confirmed (2 metode),Unclassified / Manual Review
89162,615000,228.0,71.1,3.99,45.0,0.214,360.0,,,14610,61.23,171.0,10,29.5,2,-0.0312,True,,Confirmed (2 metode),Unclassified / Manual Review
34421,215000,35.0,79.02,,65.0,,360.0,,,15093,46.1,118.0,11,39.5,2,-0.0311,True,,Confirmed (2 metode),Unclassified / Manual Review
51000,15000,107.0,101.5,8.75,15.0,4.116,120.0,0.0,0.0,2133,26.72,85.0,40,59.5,2,-0.0311,True,,Confirmed (2 metode),Unclassified / Manual Review
82539,345000,116.0,,,,,360.0,,,27220,69.7,141.0,6,49.5,2,-0.0311,True,,Confirmed (2 metode),Unclassified / Manual Review
88960,55000,68.0,80.0,12.875,43.0,6.841,240.0,2032.45,795.0,8226,92.86,127.0,26,69.5,2,-0.0311,True,,Confirmed (2 metode),Potential Risk Signal
32249,75000,212.0,79.892,0.99,15.0,-2.82,60.0,,,2744,29.77,65.0,42,39.5,2,-0.031,True,,Confirmed (2 metode),Unclassified / Manual Review
56415,425000,54.0,77.778,,65.0,,180.0,,,10245,85.87,103.0,19,59.5,2,-0.031,True,,Confirmed (2 metode),Potential Risk Signal
94787,2405000,506.0,69.768,3.25,44.0,,360.0,,,6699,25.05,162.0,37,59.5,2,-0.031,True,,Confirmed (2 metode),Unclassified / Manual Review
5057,55000,206.0,56.525,4.0,25.0,-0.18,60.0,,,2549,12.24,255.0,21,49.5,2,-0.0309,True,,Confirmed (2 metode),Unclassified / Manual Review
49750,675000,466.0,78.947,3.75,25.0,-0.032,360.0,3364.81,1490.0,10708,37.86,210.0,15,39.5,4,-0.0309,True,,Confirmed (2 metode),Unclassified / Manual Review
89349,845000,817.0,80.0,5.375,25.0,0.149,360.0,9079.95,2272.0,2926,28.95,243.0,9,49.5,3,-0.0309,True,,Confirmed (2 metode),Unclassified / Manual Review
41353,105000,273.0,,,,,360.0,,,15755,67.06,168.0,11,39.5,2,-0.0308,True,,Confirmed (2 metode),Unclassified / Manual Review
77389,355000,326.0,42.97,,43.0,,180.0,,,5106,11.38,313.0,30,69.5,2,-0.0308,True,,Confirmed (2 metode),Unclassified / Manual Review
98761,785000,2640.0,,,,,360.0,,,2907,82.11,68.0,70,39.5,2,-0.0308,True,,Confirmed (2 metode),Unclassified / Manual Review
43904,1015000,328.0,25.0,2.625,40.0,-0.796,360.0,7221.1,550.0,3660,10.33,142.0,59,80.0,2,-0.0307,True,,Confirmed (2 metode),Rare Legitimate
48679,265000,100.0,,,,,360.0,,,30199,72.92,121.0,9,39.5,2,-0.0307,True,,Confirmed (2 metode),Unclassified / Manual Review
51989,105000,322.0,10.989,5.25,15.0,0.356,360.0,3629.75,2242.0,4581,14.32,256.0,20,39.5,3,-0.0307,True,,Confirmed (2 metode),Unclassified / Manual Review
60553,15000,78.0,2.899,0.0,15.0,,360.0,0.0,0.0,5536,43.98,88.0,34,29.5,2,-0.0307,True,0.0,Confirmed (2 metode),Data Error
70214,1725000,648.0,80.0,4.75,33.0,-0.35,372.0,23339.0,18095.0,6726,8.09,128.0,10,39.5,4,-0.0306,True,,Confirmed (2 metode),Unclassified / Manual Review
14758,2115000,584.0,75.0,2.25,33.0,-0.183,360.0,24242.13,16729.38,3806,16.61,224.0,54,39.5,5,-0.0305,True,,Confirmed (2 metode),Unclassified / Manual Review
26177,2005000,408.0,,,,,360.0,,,6032,26.79,278.0,53,59.5,3,-0.0305,True,,Confirmed (2 metode),Unclassified / Manual Review
65070,215000,385.0,15.5,2.375,36.0,0.171,180.0,3802.85,1492.5,1331,8.11,83.0,33,69.5,2,-0.0305,True,,Confirmed (2 metode),Unclassified / Manual Review
97697,105000,110.0,21.649,4.875,33.0,,360.0,,,13220,28.09,123.0,10,39.5,2,-0.0305,True,,Confirmed (2 metode),Unclassified / Manual Review
98831,965000,185.0,80.0,5.0,44.0,1.571,360.0,,,0,0.0,0.0,0,29.5,2,-0.0305,True,,Confirmed (2 metode),Unclassified / Manual Review
50766,2105000,517.0,,,,,360.0,,,3477,15.85,275.0,51,39.5,3,-0.0304,True,,Confirmed (2 metode),Unclassified / Manual Review
58639,1175000,458.0,,2.5,,,360.0,4203.41,1695.0,10242,82.67,135.0,12,49.5,3,-0.0304,True,,Confirmed (2 metode),Unclassified / Manual Review
12217,295000,1314.0,60.0,3.75,15.0,-0.43,360.0,,,2896,16.71,218.0,38,49.5,2,-0.0303,True,,Confirmed (2 metode),Unclassified / Manual Review
34238,1365000,483.0,80.0,3.875,25.0,-1.171,360.0,5854.0,0.0,4742,18.41,280.0,54,59.5,3,-0.0303,True,,Confirmed (2 metode),Unclassified / Manual Review
66056,825000,181.0,44.73,9.875,55.0,3.14,360.0,19034.49,16221.7,5067,11.31,213.0,17,49.5,6,-0.0303,True,,Confirmed (2 metode),Rare Legitimate
85604,235000,,113.38,10.25,,,12.0,,,3930,7.56,160.0,45,,2,-0.0303,True,,Confirmed (2 metode),Unclassified / Manual Review
94594,255000,1050.0,44.94,6.2,25.0,,360.0,,,4593,11.87,248.0,22,49.5,2,-0.0303,True,,Confirmed (2 metode),Unclassified / Manual Review
1930,1405000,775.0,59.574,3.875,15.0,-1.409,360.0,9678.9,7405.0,2379,8.49,124.0,43,49.5,2,-0.0302,True,,Confirmed (2 metode),Rare Legitimate
24962,1685000,696.0,,,,,360.0,,,5896,20.9,216.0,38,59.5,3,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
25835,105000,470.0,10.0,,,,360.0,,,4507,48.79,74.0,0,59.5,2,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
39471,75000,114.0,14.32,2.49,25.0,-3.24,300.0,,,6176,7.61,201.0,71,69.5,2,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
67051,2125000,530.0,,,,,360.0,,,3098,14.33,283.0,26,39.5,3,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
75287,1125000,517.0,80.0,4.375,33.0,0.853,360.0,7349.0,1175.0,6750,20.98,287.0,42,49.5,3,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
75809,285000,74.0,,,,,360.0,,,30199,72.92,121.0,9,39.5,2,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
99657,105000,136.0,9.644,3.0,33.0,-2.18,300.0,,,8136,20.88,135.0,66,80.0,2,-0.0302,True,,Confirmed (2 metode),Unclassified / Manual Review
6815,2505000,522.0,56.82,4.25,47.0,-0.4142,360.0,5251.7,815.0,2928,34.26,172.0,50,39.5,2,-0.0301,True,,Confirmed (2 metode),Rare Legitimate
24294,285000,,60.0,8.99,,,12.0,,,2249,28.37,93.0,33,80.0,2,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
36595,525000,330.0,80.0,3.75,15.0,0.221,360.0,18695.76,13676.6,4088,89.24,46.0,0,69.5,3,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
37920,1425000,324.0,80.0,3.125,33.0,-0.377,360.0,6930.15,1295.0,1581,22.9,191.0,0,29.5,2,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
47499,255000,187.0,100.0,4.375,33.0,0.139,360.0,1691.45,450.0,16172,13.1,110.0,11,49.5,2,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
67771,275000,115.0,71.53,3.375,45.0,0.301,360.0,3465.63,1634.79,16990,60.48,117.0,10,29.5,2,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
76560,15000,25.0,11.19,6.375,36.0,3.595,84.0,2058.14,395.0,3223,97.74,69.0,37,59.5,3,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
91474,125000,98.0,21.64,4.75,25.0,-0.02,360.0,,,13220,28.09,123.0,10,39.5,2,-0.0301,True,,Confirmed (2 metode),Unclassified / Manual Review
42444,1695000,396.0,36.73,3.75,39.0,-0.90514,360.0,19442.0,16967.5,2849,23.34,211.0,59,59.5,5,-0.03,True,,Confirmed (2 metode),Rare Legitimate
45545,905000,2339.0,,,,,360.0,,,3725,10.52,237.0,65,59.5,3,-0.03,True,,Confirmed (2 metode),Unclassified / Manual Review
49577,1105000,336.0,50.0,1.25,47.0,-1.78,360.0,,,1850,64.97,112.0,35,59.5,3,-0.03,True,,Confirmed (2 metode),Rare Legitimate
64794,2505000,450.0,,,,,,,,4544,20.11,317.0,31,39.5,3,-0.03,True,,Confirmed (2 metode),Unclassified / Manual Review
78447,125000,146.0,62.6,7.5,33.0,0.25,240.0,,,12675,21.22,126.0,12,39.5,2,-0.0299,True,,Confirmed (2 metode),Unclassified / Manual Review
84114,45000,158.0,99.43,9.0,36.0,1.72,60.0,,,2557,10.44,158.0,53,29.5,2,-0.0299,True,,Confirmed (2 metode),Unclassified / Manual Review
