antecedents,consequents,support,confidence,lift
"conforming_loan_limit_nc, state_code_nc",income_bracket_Very High,0.0010200612036722204,0.7968750000000001,3.6117631561055212
"conforming_loan_limit_missing, derived_loan_product_type_conventional:first lien",derived_race_race not available,0.00375022501350081,0.9213759213759213,3.6117473786531766
"derived_dwelling_category_multifamily:site-built, interest_rate_bin_missing",derived_race_race not available,0.0011700702042122526,0.9212598425196851,3.6112923553613783
"conforming_loan_limit_missing, reverse_mortgage_2",derived_race_race not available,0.0032701962117727065,0.9211267605633803,3.610770680770499
"applicant_age_missing, purchaser_type_3",derived_race_race not available,0.010470628237694261,0.9208443271767809,3.609663556067076
derived_dwelling_category_multifamily:site-built,derived_race_race not available,0.003800228013680821,0.9200968523002422,3.606733492058114
"conforming_loan_limit_missing, derived_dwelling_category_multifamily:site-built",derived_race_race not available,0.003800228013680821,0.9200968523002422,3.606733492058114
"conforming_loan_limit_missing, construction_method_1",derived_race_race not available,0.003800228013680821,0.9200968523002422,3.606733492058114
"derived_dwelling_category_multifamily:site-built, occupancy_type_3",derived_race_race not available,0.003800228013680821,0.9200968523002422,3.606733492058114
"construction_method_1, derived_dwelling_category_multifamily:site-built",derived_race_race not available,0.003800228013680821,0.9200968523002422,3.606733492058114
"derived_dwelling_category_multifamily:site-built, loan_type_1",derived_race_race not available,0.0037802268136088164,0.9197080291970803,3.6052093250042283
"conforming_loan_limit_nc, derived_dwelling_category_single family (1-4 units):site-built",income_bracket_Very High,0.03455207312438746,0.7953499079189686,3.604850815540266
"conforming_loan_limit_nc, construction_method_1",income_bracket_Very High,0.03455207312438746,0.7953499079189686,3.604850815540266
"loan_size_Large, occupancy_type_2",income_bracket_Very High,0.00940056403384203,0.7952622673434856,3.604453592636411
"derived_dwelling_category_multifamily:site-built, preapproval_2",derived_race_race not available,0.003770226213572814,0.9195121951219513,3.6044416652563567
"derived_dwelling_category_multifamily:site-built, lien_status_1",derived_race_race not available,0.0036402184131047862,0.9191919191919191,3.6031861996815544
"derived_dwelling_category_multifamily:site-built, derived_loan_product_type_conventional:first lien",derived_race_race not available,0.003630217813068784,0.9189873417721518,3.6023842664614274
conforming_loan_limit_nc,income_bracket_Very High,0.03455207312438746,0.7948010121923166,3.6023629957917915
"loan_size_Large, total_units_5-24",derived_race_race not available,0.002040122407344441,0.918918918918919,3.602116052310102
"derived_dwelling_category_multifamily:site-built, reverse_mortgage_2",derived_race_race not available,0.0031601896113766827,0.9186046511627908,3.600884138475523
"loan_purpose_31, purchaser_type_3","interest_rate_bin_(-0.001, 3.99]",0.00847050823049383,0.7721057429352781,3.5993445994904523
"conforming_loan_limit_nc, purchaser_type_71",income_bracket_Very High,0.001310078604716283,0.793939393939394,3.598457789755043
"co_applicant_age_65-74, loan_purpose_2",derived_loan_product_type_conventional:subordinate lien,0.0024701482088925336,0.6083743842364532,3.59750373609343
"derived_dwelling_category_multifamily:site-built, reverse_mortgage_2","loan_term_bin_(0.999, 300.0]",0.0027701662099725985,0.805232558139535,3.5961779552748845
"conforming_loan_limit_missing, loan_term_bin_(0.999, 300.0]",derived_race_race not available,0.00264015840950457,0.9166666666666665,3.5932873364956155
"co_applicant_age_65-74, loan_purpose_2",lien_status_2,0.0024701482088925336,0.6083743842364532,3.5921929836043636
"construction_method_2, derived_loan_product_type_conventional:first lien","loan_term_bin_(0.999, 300.0]",0.029061743704622278,0.8040951853901495,3.5910984353685844
"debt_to_income_ratio_missing, derived_dwelling_category_multifamily:site-built","loan_term_bin_(0.999, 300.0]",0.002750165009900594,0.804093567251462,3.591091208742416
"derived_dwelling_category_single family (1-4 units):manufactured, derived_loan_product_type_conventional:first lien","loan_term_bin_(0.999, 300.0]",0.028951737104226254,0.8037201554691839,3.589423547386582
"debt_to_income_ratio_<20%, loan_purpose_2",derived_loan_product_type_conventional:subordinate lien,0.00486029161749705,0.6067415730337079,3.5878484242420217
"debt_to_income_ratio_<20%, loan_purpose_2",lien_status_2,0.00486029161749705,0.6067415730337079,3.582551925239598
"conforming_loan_limit_missing, purchaser_type_0",derived_race_race not available,0.0034802088125287516,0.9133858267716535,3.5804266087343577
"derived_dwelling_category_multifamily:site-built, loan_term_bin_(0.999, 300.0]",derived_race_race not available,0.0025301518091085467,0.9133574007220217,3.5803151800461737
"conforming_loan_limit_missing, loan_purpose_1",derived_race_race not available,0.0017901074064443866,0.9132653061224489,3.579954173837005
"applicant_age_35-44, loan_term_bin_(360.0, 674.0]",derived_loan_product_type_conventional:subordinate lien,0.0026501590095405723,0.6050228310502282,3.5776849774119763
"conforming_loan_limit_nc, preapproval_2",income_bracket_Very High,0.033041982518951137,0.789109147360879,3.5765651383013206
"loan_type_2, purchaser_type_6","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0021701302078124688,0.7805755395683452,3.575486509555525
"applicant_age_35-44, loan_term_bin_(360.0, 674.0]",lien_status_2,0.0026501590095405723,0.6050228310502282,3.572403482021643
"derived_loan_product_type_fha:first lien, purchaser_type_6","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0021601296077764665,0.779783393501805,3.571858023354076
"debt_to_income_ratio_missing, loan_purpose_4",derived_loan_product_type_conventional:subordinate lien,0.009530571834310058,0.6039290240811154,3.57121696238717
"conforming_loan_limit_nc, derived_ethnicity_hispanic or latino",income_bracket_Very High,0.0013000780046802808,0.7878787878787878,3.570988646321798
"applicant_age_>74, loan_term_bin_missing",income_bracket_Low,0.0029001740104406264,0.8055555555555556,3.569877779747484
"derived_dwelling_category_multifamily:site-built, purchaser_type_0",derived_race_race not available,0.003360201612096726,0.910569105691057,3.5693852034368874
"debt_to_income_ratio_missing, loan_purpose_4",lien_status_2,0.009530571834310058,0.6039290240811154,3.565945015291825
"applicant_age_>74, debt_to_income_ratio_<20%","combined_loan_to_value_ratio_bin_(0.129, 68.474]",0.0012300738044282657,0.7784810126582278,3.565892367372736
"derived_dwelling_category_multifamily:site-built, loan_purpose_1",derived_race_race not available,0.0017101026061563695,0.9095744680851064,3.5654862739308535
"construction_method_2, loan_type_1","loan_term_bin_(0.999, 300.0]",0.029661779706782406,0.7973118279569892,3.5608038823015264
"derived_dwelling_category_single family (1-4 units):manufactured, loan_type_1","loan_term_bin_(0.999, 300.0]",0.029551773106386382,0.7969255663430421,3.559078833448243
"loan_purpose_4, purchaser_type_71","interest_rate_bin_(5.375, 15.25]",0.0016100966057963479,0.7219730941704036,3.5580570516744863
"applicant_age_25-34, derived_loan_product_type_fsa/rhs:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0014600876052563154,0.776595744680851,3.5572567518835094
"applicant_age_25-34, loan_type_4","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0014800888053283197,0.774869109947644,3.5493477682136834
"state_code_other, total_units_5-24",derived_race_race not available,0.001310078604716283,0.903448275862069,3.541471907818877
"conforming_loan_limit_nc, debt_to_income_ratio_50%-60%",income_bracket_Very High,0.001320079204752285,0.7810650887573964,3.54010617737318
"derived_race_black or african american, purchaser_type_9","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0012900774046442787,0.7724550898203594,3.5382901626888232
"co_applicant_age_<25, interest_rate_bin_(3.99, 5.375]","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.00199011940716443,0.7713178294573644,3.533080853814003
"conforming_loan_limit_nc, loan_purpose_2",income_bracket_Very High,0.0015500930055803348,0.778894472361809,3.530268056810204
"debt_to_income_ratio_missing, total_units_5-24",derived_race_race not available,0.0020801248074884494,0.9004329004329005,3.529651787443156
"occupancy_type_3, purchaser_type_9","interest_rate_bin_(5.375, 15.25]",0.0012100726043562614,0.7159763313609468,3.5285035622526624
"co_applicant_age_<25, loan_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0017301038062283738,0.768888888888889,3.521954904056599
"co_applicant_age_<25, derived_loan_product_type_fha:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0017301038062283738,0.768888888888889,3.521954904056599
total_units_5-24,derived_race_race not available,0.002560153609216553,0.8982456140350877,3.5210777345181925
"loan_type_1, total_units_5-24",derived_race_race not available,0.002560153609216553,0.8982456140350877,3.5210777345181925
"conforming_loan_limit_missing, total_units_5-24",derived_race_race not available,0.002560153609216553,0.8982456140350877,3.5210777345181925
"occupancy_type_3, total_units_5-24",derived_race_race not available,0.002560153609216553,0.8982456140350877,3.5210777345181925
"preapproval_2, total_units_5-24",derived_race_race not available,0.0025501530091805507,0.897887323943662,3.519673255338216
"purchaser_type_0, reverse_mortgage_1",income_bracket_Low,0.0023801428085685142,0.7933333333333333,3.5157141168823496
"derived_loan_product_type_conventional:first lien, total_units_5-24",derived_race_race not available,0.002510150609036542,0.8964285714285715,3.513955018676882
"lien_status_1, total_units_5-24",derived_race_race not available,0.002510150609036542,0.8964285714285715,3.513955018676882
"derived_dwelling_category_multifamily:site-built, total_units_5-24",derived_race_race not available,0.00250015000900054,0.8960573476702509,3.512499840171668
"construction_method_1, total_units_5-24",derived_race_race not available,0.00250015000900054,0.8960573476702509,3.512499840171668
"applicant_age_25-34, purchaser_type_9","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.004060243614616877,0.7660377358490567,3.50889497748468
"applicant_age_missing, combined_loan_to_value_ratio_bin_(68.474, 82.976]","loan_term_bin_(0.999, 300.0]",0.004470268216092966,0.7855887521968367,3.508448489824497
"combined_loan_to_value_ratio_bin_(82.976, 27777.78], purchaser_type_5","interest_rate_bin_(5.375, 15.25]",0.0011600696041762506,0.7116564417177914,3.5072141071034415
"applicant_age_>74, loan_type_2",income_bracket_Low,0.003360201612096726,0.7905882352941176,3.5035490161318914
"applicant_age_>74, derived_loan_product_type_fha:first lien",income_bracket_Low,0.003360201612096726,0.7905882352941176,3.5035490161318914
"purchaser_type_0, total_units_5-24",derived_race_race not available,0.002420145208712523,0.8929889298892989,3.500471796438534
"reverse_mortgage_2, total_units_5-24",derived_race_race not available,0.0020801248074884494,0.8927038626609441,3.499354347207592
"combined_loan_to_value_ratio_bin_(68.474, 82.976], conforming_loan_limit_missing",derived_race_race not available,0.0010700642038522312,0.8916666666666668,3.4952885909548272
"loan_purpose_1, total_units_5-24",derived_race_race not available,0.0011500690041402483,0.8914728682170542,3.494528910756836
"debt_to_income_ratio_<20%, derived_dwelling_category_single family (1-4 units):manufactured","loan_term_bin_(0.999, 300.0]",0.001430085805148309,0.7814207650273224,3.4898342107254168
"construction_method_2, debt_to_income_ratio_<20%","loan_term_bin_(0.999, 300.0]",0.001430085805148309,0.7814207650273224,3.4898342107254168
"co_applicant_age_65-74, conforming_loan_limit_nc",income_bracket_Very High,0.001130067804068244,0.7687074829931972,3.484096457910514
"conforming_loan_limit_nc, derived_sex_female",income_bracket_Very High,0.0025901554093245593,0.7685459940652818,3.4833645240940885
"loan_purpose_31, purchaser_type_1","interest_rate_bin_(-0.001, 3.99]",0.010010600636038163,0.7470149253731344,3.4823781094527364
"combined_loan_to_value_ratio_bin_(0.129, 68.474], loan_type_2",loan_purpose_32,0.004980298817929075,0.702397743300423,3.4811439305899334
"combined_loan_to_value_ratio_bin_(0.129, 68.474], derived_loan_product_type_fha:first lien",loan_purpose_32,0.004980298817929075,0.702397743300423,3.4811439305899334
"combined_loan_to_value_ratio_bin_(68.474, 82.976], derived_dwelling_category_multifamily:site-built",derived_race_race not available,0.0010300618037082225,0.8879310344827586,3.480645100241835
"combined_loan_to_value_ratio_bin_(0.129, 68.474], conforming_loan_limit_missing","loan_term_bin_(0.999, 300.0]",0.0013400804048242895,0.7790697674418605,3.4793346282081914
"conforming_loan_limit_nc, derived_loan_product_type_conventional:subordinate lien",income_bracket_Very High,0.004020241214472868,0.7671755725190839,3.4771532136013628
"conforming_loan_limit_nc, lien_status_2",income_bracket_Very High,0.004020241214472868,0.7671755725190839,3.4771532136013628
"reverse_mortgage_1, state_code_other",income_bracket_Low,0.00199011940716443,0.783464566929134,3.471979963903201
"conforming_loan_limit_c, reverse_mortgage_1",income_bracket_Low,0.005160309618577115,0.7830045523520486,3.4699413759923217
"debt_to_income_ratio_50%-60%, purchaser_type_71","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.004160249614976899,0.7563636363636365,3.4645820180735436
"conforming_loan_limit_missing, interest_rate_bin_(3.99, 5.375]",derived_race_race not available,0.0011400684041042463,0.8837209302325582,3.4641417028372117
"construction_method_2, loan_size_Small","loan_term_bin_(0.999, 300.0]",0.02436146168770126,0.7755491881566379,3.4636116802382695
"derived_dwelling_category_single family (1-4 units):manufactured, loan_size_Small","loan_term_bin_(0.999, 300.0]",0.02435146108766526,0.7754777070063693,3.4632924445911075
"loan_term_bin_(0.999, 300.0], total_units_5-24",derived_race_race not available,0.0015900954057243434,0.8833333333333333,3.46262234244123
"debt_to_income_ratio_20%-<30%, occupancy_type_2",income_bracket_Very High,0.002610156609396564,0.763157894736842,3.4589434560019843
"debt_to_income_ratio_47, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.001320079204752285,0.7542857142857142,3.455063935606308
"applicant_age_<25, derived_loan_product_type_fha:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0037002220133207993,0.7535641547861508,3.4517587766232873
"reverse_mortgage_2, total_units_5-24","loan_term_bin_(0.999, 300.0]",0.0018001080064803888,0.7725321888412017,3.450137726261149
"combined_loan_to_value_ratio_bin_(0.129, 68.474], derived_dwelling_category_multifamily:site-built","loan_term_bin_(0.999, 300.0]",0.0012900774046442787,0.7724550898203594,3.449793401138768
"loan_type_2, reverse_mortgage_1",income_bracket_Low,0.004460267616056964,0.7783595113438045,3.449356540387892
"derived_loan_product_type_fha:first lien, reverse_mortgage_1",income_bracket_Low,0.004460267616056964,0.7783595113438045,3.449356540387892
"loan_purpose_31, reverse_mortgage_1",income_bracket_Low,0.0040302418145088705,0.777992277992278,3.447729119196944
"derived_dwelling_category_multifamily:site-built, interest_rate_bin_(3.99, 5.375]",derived_race_race not available,0.0010900654039242355,0.8790322580645161,3.4457623432084064
"combined_loan_to_value_ratio_bin_missing, reverse_mortgage_1",income_bracket_Low,0.005050303018181091,0.7769230769230769,3.4429908772312605
"income_bracket_Medium, loan_type_4","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0013900834050043004,0.7513513513513513,3.44162285968974
"debt_to_income_ratio_missing, total_units_5-24","loan_term_bin_(0.999, 300.0]",0.0017801068064083846,0.7705627705627706,3.4413422813601464
"applicant_age_<25, derived_dwelling_category_single family (1-4 units):manufactured","loan_term_bin_(0.999, 300.0]",0.002750165009900594,0.7703081232492996,3.4402050235011377
"applicant_age_<25, construction_method_2","loan_term_bin_(0.999, 300.0]",0.002750165009900594,0.7703081232492996,3.4402050235011377
"combined_loan_to_value_ratio_bin_missing, debt_to_income_ratio_>60%","loan_term_bin_(0.999, 300.0]",0.004220253215192911,0.7700729927007299,3.4391549277408124
"conforming_loan_limit_nc, interest_rate_bin_(5.375, 15.25]",income_bracket_Very High,0.0039902394143648615,0.7585551330798478,3.438081859178057
"applicant_age_<25, loan_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0037002220133207993,0.7505070993914807,3.4377556984219755
"conforming_loan_limit_nc, loan_purpose_31",income_bracket_Very High,0.004330259815588935,0.7583187390542907,3.4370104248479167
"debt_to_income_ratio_50%-60%, loan_purpose_1","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.021791307478448707,0.7500860585197935,3.43582708821018
"debt_to_income_ratio_49, loan_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.001980118807128428,0.7500000000000001,3.4354328905176366
"debt_to_income_ratio_49, derived_loan_product_type_fha:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.001980118807128428,0.7500000000000001,3.4354328905176366
"loan_purpose_31, purchaser_type_2","interest_rate_bin_(-0.001, 3.99]",0.00435026101566094,0.7360406091370558,3.431218865736632
"conforming_loan_limit_nc, interest_rate_bin_missing",income_bracket_Very High,0.010300618037082225,0.7556859867938371,3.4250777156859282
"derived_loan_product_type_fsa/rhs:first lien, income_bracket_Medium","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0013600816048962938,0.7472527472527473,3.422848887255667
"debt_to_income_ratio_missing, reverse_mortgage_1",income_bracket_Low,0.005120307218433106,0.7722473604826545,3.4222701012277326
"derived_loan_product_type_conventional:subordinate lien, loan_size_Large",income_bracket_Very High,0.005820349220953257,0.754863813229572,3.4213512890978977
reverse_mortgage_1,income_bracket_Low,0.00528031681900914,0.7719298245614035,3.4208629177979515
"preapproval_2, reverse_mortgage_1",income_bracket_Low,0.00528031681900914,0.7719298245614035,3.4208629177979515
"lien_status_1, reverse_mortgage_1",income_bracket_Low,0.00528031681900914,0.7719298245614035,3.4208629177979515
"occupancy_type_1, reverse_mortgage_1",income_bracket_Low,0.00528031681900914,0.7719298245614035,3.4208629177979515
"loan_term_bin_missing, reverse_mortgage_1",income_bracket_Low,0.00528031681900914,0.7719298245614035,3.4208629177979515
"debt_to_income_ratio_44, loan_type_3","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0010900654039242355,0.7465753424657534,3.419745982341756
"debt_to_income_ratio_44, derived_loan_product_type_va:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0010900654039242355,0.7465753424657534,3.419745982341756
"combined_loan_to_value_ratio_bin_missing, derived_dwelling_category_single family (1-4 units):manufactured","loan_term_bin_(0.999, 300.0]",0.02304138248294898,0.7654485049833888,3.418501911894104
"combined_loan_to_value_ratio_bin_missing, construction_method_2","loan_term_bin_(0.999, 300.0]",0.02306138368302098,0.7653501493528045,3.4180626545057766
"derived_dwelling_category_single family (1-4 units):site-built, reverse_mortgage_1",income_bracket_Low,0.005120307218433106,0.7710843373493975,3.417116079990944
"construction_method_1, reverse_mortgage_1",income_bracket_Low,0.005120307218433106,0.7710843373493975,3.417116079990944
"reverse_mortgage_1, total_units_1",income_bracket_Low,0.005220313218793128,0.7710487444608567,3.416958347527872
"lien_status_2, loan_size_Large",income_bracket_Very High,0.005820349220953257,0.7538860103626943,3.416919486909947
"applicant_age_>74, loan_type_3",loan_purpose_32,0.0029901794107646457,0.6873563218390805,3.406597345657068
"applicant_age_>74, derived_loan_product_type_va:first lien",loan_purpose_32,0.0029901794107646457,0.6873563218390805,3.406597345657068
"loan_type_2, purchaser_type_71","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.00866051963117787,0.7433476394849786,3.4049612397004556
"derived_loan_product_type_fha:first lien, purchaser_type_71","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.00866051963117787,0.7433476394849786,3.4049612397004556
"derived_sex_male, loan_type_4","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0013600816048962938,0.7431693989071039,3.4041447949755814
"derived_race_white, loan_type_4","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.002950177010620637,0.743073047858942,3.4037034515623934
"debt_to_income_ratio_20%-<30%, derived_dwelling_category_single family (1-4 units):manufactured","loan_term_bin_(0.999, 300.0]",0.0029701782106926417,0.7615384615384616,3.401039612464356
"construction_method_2, debt_to_income_ratio_20%-<30%","loan_term_bin_(0.999, 300.0]",0.0029701782106926417,0.7615384615384616,3.401039612464356
"derived_loan_product_type_fsa/rhs:first lien, derived_race_white","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0029101746104766286,0.7423469387755103,3.4003774528592934
"conforming_loan_limit_nc, state_code_az",income_bracket_Very High,0.0011700702042122526,0.7499999999999999,3.399306499864019
"derived_loan_product_type_fsa/rhs:first lien, derived_sex_male","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.001320079204752285,0.7415730337078651,3.396832520961258
"purchaser_type_2, reverse_mortgage_1",income_bracket_Low,0.0017701062063723823,0.7662337662337663,3.3956204228319105
"derived_ethnicity_not hispanic or latino, loan_type_4","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.002890173410404624,0.741025641025641,3.394325146528536
"derived_race_black or african american, preapproval_1","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0017401044062643758,0.7404255319148936,3.391576300425921
"loan_size_Medium, purchaser_type_5","interest_rate_bin_(5.375, 15.25]",0.0012800768046082765,0.6881720430107527,3.3914773419821196
"construction_method_2, purchaser_type_0","loan_term_bin_(0.999, 300.0]",0.02810168610116607,0.7584345479082321,3.387177498148091
"derived_dwelling_category_single family (1-4 units):manufactured, purchaser_type_0","loan_term_bin_(0.999, 300.0]",0.027991679500770045,0.7579203899268886,3.3848812626328404
"derived_ethnicity_not hispanic or latino, derived_loan_product_type_fsa/rhs:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0028301698101886115,0.7389033942558747,3.384604031389003
"debt_to_income_ratio_48, loan_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.002120127207632458,0.7386759581881532,3.3835622429256156
"debt_to_income_ratio_48, derived_loan_product_type_fha:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.002120127207632458,0.7386759581881532,3.3835622429256156
"loan_size_Medium, reverse_mortgage_1",income_bracket_Low,0.0020201212072724363,0.7622641509433963,3.3780287852080293
"debt_to_income_ratio_46, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0013700822049322959,0.7365591397849462,3.3738659928381085
"derived_dwelling_category_single family (1-4 units):manufactured, derived_sex_female","loan_term_bin_(0.999, 300.0]",0.009260555633338,0.7553017944535073,3.373186584840733
"construction_method_2, derived_sex_female","loan_term_bin_(0.999, 300.0]",0.009260555633338,0.7553017944535073,3.373186584840733
"derived_ethnicity_hispanic or latino, purchaser_type_9","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0018401104066243974,0.736,3.37130480989464
"purchaser_type_5, state_code_other","interest_rate_bin_(5.375, 15.25]",0.0016000960057603456,0.6837606837606838,3.369737102610439
"debt_to_income_ratio_47, loan_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0019201152069124147,0.735632183908046,3.369619999894693
"debt_to_income_ratio_47, derived_loan_product_type_fha:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0019201152069124147,0.735632183908046,3.369619999894693
"derived_loan_product_type_conventional:first lien, purchaser_type_5","interest_rate_bin_(5.375, 15.25]",0.003690221413284797,0.6833333333333333,3.3676310169213077
"debt_to_income_ratio_49, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0013600816048962938,0.7351351351351352,3.367343229624494
"debt_to_income_ratio_48, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0014400864051843112,0.7346938775510204,3.3653220152009498
"derived_ethnicity_hispanic or latino, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.00523031381882913,0.7345505617977528,3.364665546330943
"income_bracket_Very High, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0034002040122407345,0.734341252699784,3.363706789851681
"debt_to_income_ratio_missing, purchaser_type_6",derived_race_race not available,0.001690101406084365,0.8578680203045684,3.362799593176331
"debt_to_income_ratio_<20%, loan_purpose_31","combined_loan_to_value_ratio_bin_(0.129, 68.474]",0.006040362421745305,0.7330097087378641,3.357607549955748
"loan_term_bin_(0.999, 300.0], purchaser_type_5","interest_rate_bin_(5.375, 15.25]",0.0012600756045362722,0.6810810810810811,3.356531376127236
"co_applicant_age_25-34, purchaser_type_9","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0014200852051123067,0.7319587628865979,3.352793611364291
"applicant_age_35-44, derived_dwelling_category_single family (1-4 units):manufactured","loan_term_bin_(0.999, 300.0]",0.006650399023941436,0.7505643340857787,3.3520290318255186
"applicant_age_35-44, construction_method_2","loan_term_bin_(0.999, 300.0]",0.006650399023941436,0.7505643340857787,3.3520290318255186
"conforming_loan_limit_missing, loan_purpose_1","loan_term_bin_(0.999, 300.0]",0.0014700882052923175,0.75,3.3495087092451987
"derived_dwelling_category_single family (1-4 units):manufactured, derived_sex_female",income_bracket_Low,0.009260555633338,0.7553017944535073,3.3471745982354197
"construction_method_2, derived_sex_female",income_bracket_Low,0.009260555633338,0.7553017944535073,3.3471745982354197
"debt_to_income_ratio_20%-<30%, loan_size_Large",income_bracket_Very High,0.022211332679960796,0.7383643617021276,3.3465690320026535
"co_applicant_age_missing, reverse_mortgage_1",income_bracket_Low,0.0035102106126367583,0.7548387096774194,3.3451224045153287
"conforming_loan_limit_nc, loan_purpose_4",income_bracket_Very High,0.0021401284077044625,0.7379310344827587,3.344605015958162
"debt_to_income_ratio_49, loan_type_3","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0010800648038882333,0.7297297297297297,3.3425833529360784
"debt_to_income_ratio_49, derived_loan_product_type_va:first lien","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0010800648038882333,0.7297297297297297,3.3425833529360784
"debt_to_income_ratio_missing, purchaser_type_5","interest_rate_bin_(5.375, 15.25]",0.0024001440086405183,0.6779661016949152,3.34118000852052
"income_bracket_Low, loan_type_4","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.002010120607236434,0.7282608695652174,3.335855125575096
"derived_loan_product_type_fsa/rhs:first lien, income_bracket_Low","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0019701182070924255,0.7269372693726938,3.329792272728041
"loan_term_bin_(0.999, 300.0], purchaser_type_1","interest_rate_bin_(-0.001, 3.99]",0.011600696041762506,0.7138461538461538,3.3277544199390348
"derived_dwelling_category_multifamily:site-built, loan_purpose_1","loan_term_bin_(0.999, 300.0]",0.0014000840050403024,0.7446808510638298,3.3257533283285663
"debt_to_income_ratio_50%-60%, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.009420565233914035,0.7257318952234206,3.324270963397651
"income_bracket_Medium, purchaser_type_9","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0035402124127447646,0.7254098360655739,3.3227957465662388
"applicant_age_65-74, conforming_loan_limit_nc",income_bracket_Very High,0.0019201152069124147,0.732824427480916,3.3214597861266753
"applicant_age_missing, income_bracket_Very High",derived_race_race not available,0.002940176410584635,0.8472622478386166,3.321225497290158
"debt_to_income_ratio_37, purchaser_type_2","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.001000060003600216,0.7246376811594202,3.319258831418005
"applicant_age_>74, debt_to_income_ratio_>60%",income_bracket_Low,0.0017901074064443866,0.7489539748953975,3.3190437761784426
"interest_rate_bin_(5.375, 15.25], reverse_mortgage_1",income_bracket_Low,0.0014000840050403024,0.7486631016042781,3.317754750124897
"combined_loan_to_value_ratio_bin_(0.129, 68.474], purchaser_type_5","interest_rate_bin_(5.375, 15.25]",0.0010500630037802267,0.673076923076923,3.3170849603821506
"debt_to_income_ratio_missing, purchaser_type_2",derived_race_race not available,0.02707162429745785,0.8456732271165261,3.3149966157940307
"conforming_loan_limit_nc, state_code_fl",income_bracket_Very High,0.0030401824109446566,0.7307692307692307,3.3121447947393006
"debt_to_income_ratio_missing, purchaser_type_8",derived_race_race not available,0.0014700882052923175,0.8448275862068966,3.3116817458611636
"co_applicant_age_25-34, derived_dwelling_category_single family (1-4 units):manufactured","loan_term_bin_(0.999, 300.0]",0.002890173410404624,0.741025641025641,3.309429117852521
"co_applicant_age_25-34, construction_method_2","loan_term_bin_(0.999, 300.0]",0.002890173410404624,0.741025641025641,3.309429117852521
"applicant_age_<25, purchaser_type_71","combined_loan_to_value_ratio_bin_(82.976, 27777.78]",0.0015300918055083305,0.7216981132075472,3.3057939135169705
"derived_dwelling_category_single family (1-4 units):manufactured, interest_rate_bin_missing","loan_term_bin_(0.999, 300.0]",0.020801248074884492,0.7399501956599075,3.304626166360732
