pca_x,pca_y,cluster,cluster_name,loan_amount,income,interest_rate,ltv
-0.47994208486495415,0.1741437245715539,0,Kelas Menengah (Grup 1),105000,285.0,5.25,8.0
-0.7912249928708049,0.301820418701093,0,Kelas Menengah (Grup 1),225000,77.0,7.5,100.0
-4.15071711283442,-0.7581192570520994,0,Kelas Menengah (Grup 1),445000,147.0,3.25,80.0
-0.26606215759638063,0.3490108212840615,0,Kelas Menengah (Grup 1),105000,175.0,,
-0.7954441914691397,0.5153193268986646,0,Kelas Menengah (Grup 1),65000,22.0,5.25,43.0
-0.7682261139293376,3.670335947630287,0,Kelas Menengah (Grup 1),505000,135.0,4.5,46.51
-1.114312888482799,0.5842861558081984,0,Kelas Menengah (Grup 1),105000,50.0,,
-1.8866958277303176,0.13228471093820454,0,Kelas Menengah (Grup 1),15000,32.0,,
-4.18164581446758,-0.5201906552336981,0,Kelas Menengah (Grup 1),215000,48.0,3.625,84.0
0.1446342088930934,0.9347557310934984,0,Kelas Menengah (Grup 1),105000,68.0,,
-0.6448567869117342,0.4472372948013507,0,Kelas Menengah (Grup 1),15000,94.0,,101.5
-0.4074350720103243,0.49197965962095097,0,Kelas Menengah (Grup 1),495000,,4.0,
-1.5392403070682095,0.06334977602452352,0,Kelas Menengah (Grup 1),305000,64.0,4.375,97.0
-0.2541109996918658,1.5225324343347642,0,Kelas Menengah (Grup 1),355000,91.0,,90.0
0.18231641125417428,1.3268953512251014,0,Kelas Menengah (Grup 1),1685000,360.0,6.99,66.892
-2.330943146201814,-1.2561025103935655,0,Kelas Menengah (Grup 1),165000,1651.0,,
-1.1076812925124868,-0.06915939391816323,0,Kelas Menengah (Grup 1),105000,36.0,,72.78
-1.211135777627228,0.5139362466101773,0,Kelas Menengah (Grup 1),155000,31.0,4.75,
-1.4698647909019213,-0.8261178111901855,0,Kelas Menengah (Grup 1),55000,203.0,9.99,51.425
-0.8261251768391609,0.27450950040114197,0,Kelas Menengah (Grup 1),105000,150.0,,42.553
0.08289308448106478,0.6755926984461591,0,Kelas Menengah (Grup 1),1505000,4994.0,,
-4.174253918112615,-0.517494350488456,0,Kelas Menengah (Grup 1),305000,167.0,,
-0.15665398637172195,0.7001741114873511,0,Kelas Menengah (Grup 1),35000,83.0,,51.529
-0.004022117468258849,0.8227237949392244,0,Kelas Menengah (Grup 1),565000,150.0,5.125,100.0
0.01956224641433003,0.6251935499610644,0,Kelas Menengah (Grup 1),255000,741.0,9.0,71.715
-4.17198803740739,-0.5164191689878382,0,Kelas Menengah (Grup 1),335000,80.0,3.375,95.0
-0.8650195239466443,0.2279807083937983,0,Kelas Menengah (Grup 1),275000,71.0,4.0,50.0
-1.6557219459826213,1.7569112105973146,0,Kelas Menengah (Grup 1),715000,,,
0.27358976312285327,1.2371302446900725,0,Kelas Menengah (Grup 1),415000,305.0,3.25,95.814
-0.807422558994454,0.5591413958987992,0,Kelas Menengah (Grup 1),155000,47.0,4.5,100.422
-1.9734801574018506,0.40403453609642676,0,Kelas Menengah (Grup 1),385000,83.0,,100.0
-3.2998887671585053,-0.259800719882284,0,Kelas Menengah (Grup 1),185000,118.0,,
-0.13935102732417307,0.6947193586742406,0,Kelas Menengah (Grup 1),255000,46.0,,73.3
-1.9222013006636094,-0.21659432372851267,0,Kelas Menengah (Grup 1),125000,92.0,5.25,72.09
-1.1278113013967275,0.7730346130509507,0,Kelas Menengah (Grup 1),275000,70.0,6.625,60.0
-0.21077363236080163,0.2836159425540063,0,Kelas Menengah (Grup 1),445000,234.0,2.875,49.333
-0.5813993110132953,0.1424327535063309,0,Kelas Menengah (Grup 1),255000,78.0,4.625,96.5
-1.1170921069263229,1.027264492651316,0,Kelas Menengah (Grup 1),185000,58.0,5.5,101.41
-0.0017666081089167866,0.7857703202357832,0,Kelas Menengah (Grup 1),65000,150.0,,
-2.0333003571454262,0.3069973976288539,0,Kelas Menengah (Grup 1),175000,65.0,5.375,98.372
-1.663623787214746,0.674810963226001,0,Kelas Menengah (Grup 1),155000,110.0,,57.988
-0.3583291589878162,0.38420933293768716,0,Kelas Menengah (Grup 1),235000,83.0,3.75,95.0
-1.0622261473784056,0.3568569588043817,0,Kelas Menengah (Grup 1),205000,71.0,2.75,54.64
-0.6883500371837473,0.19250299934178006,0,Kelas Menengah (Grup 1),155000,55.0,,96.5
-0.18050803805726715,0.746040475213237,0,Kelas Menengah (Grup 1),185000,48.0,5.375,97.0
-0.05747553732730035,0.4665322453942373,0,Kelas Menengah (Grup 1),185000,67.0,,76.45
-0.9192931125777476,1.4207289498858493,0,Kelas Menengah (Grup 1),455000,,3.25,
-0.8810998437240793,1.2072101501847063,0,Kelas Menengah (Grup 1),255000,160.0,4.99,75.0
-1.5255677766736049,0.4655864383823649,0,Kelas Menengah (Grup 1),35000,38.0,6.68,14.852
-1.095316821637655,0.8418651729870332,0,Kelas Menengah (Grup 1),395000,42.0,,93.24
-0.8944009544967018,1.0226096829298552,0,Kelas Menengah (Grup 1),155000,110.0,4.25,66.957
-0.6211805676248725,0.5853405178295067,0,Kelas Menengah (Grup 1),105000,49.0,,
-2.344161066284576,0.571472561225933,0,Kelas Menengah (Grup 1),615000,81.0,,106.04
-1.2724116579471312,0.2429436670034993,0,Kelas Menengah (Grup 1),225000,69.0,,103.484
-1.5539117439887689,0.9671384369780317,0,Kelas Menengah (Grup 1),285000,97.0,5.99,66.36
-0.8095469088136041,0.8215688826052385,0,Kelas Menengah (Grup 1),55000,85.0,,
-0.8968269021301737,0.57816157877981,0,Kelas Menengah (Grup 1),225000,96.0,4.0,54.726
-0.26295681097427703,3.376451307215382,0,Kelas Menengah (Grup 1),55000,110.0,,37.27
-1.8605016579868394,-0.3627671569805105,0,Kelas Menengah (Grup 1),215000,,6.0,
-0.6020046982388647,0.7002040830422198,0,Kelas Menengah (Grup 1),265000,72.0,5.75,96.5
-1.3711123376828296,0.44529000763349935,0,Kelas Menengah (Grup 1),25000,56.0,,79.43
0.11304315427467908,0.501483693535083,0,Kelas Menengah (Grup 1),215000,42.0,2.75,
-4.175583982399798,-0.5971171253858201,0,Kelas Menengah (Grup 1),5000,50.0,,
-1.2508755544921466,0.8301213361732872,0,Kelas Menengah (Grup 1),335000,94.0,5.562,65.0
-0.1111310597052763,0.8213987632629354,0,Kelas Menengah (Grup 1),395000,365.0,5.5,63.66
-0.14628459684599124,0.5243385090211818,0,Kelas Menengah (Grup 1),65000,33.0,,
-1.7014775572972345,-0.44065202240168866,0,Kelas Menengah (Grup 1),115000,102.0,,
-1.552325059532985,-0.11548805605494214,0,Kelas Menengah (Grup 1),265000,,3.25,
-1.7866343147625532,0.17236121457555895,0,Kelas Menengah (Grup 1),125000,80.0,5.875,
-1.937693711871833,-0.28622079293471886,0,Kelas Menengah (Grup 1),225000,128.0,,
-1.0846914834738695,0.5541198225155067,0,Kelas Menengah (Grup 1),195000,51.0,5.625,50.65
-0.31539167713408917,0.6141985268974987,0,Kelas Menengah (Grup 1),255000,78.0,4.125,64.0
0.1281622683120995,0.6950096160154615,0,Kelas Menengah (Grup 1),305000,83.0,,
-1.1204293830200462,0.3269379190559596,0,Kelas Menengah (Grup 1),65000,162.0,,
-1.8560014282205817,-0.5867127287508297,0,Kelas Menengah (Grup 1),255000,223.0,3.5,50.0
-0.23899434200768155,1.3208905398943374,0,Kelas Menengah (Grup 1),665000,353.0,,
-0.6449876865674962,1.2192052485839158,0,Kelas Menengah (Grup 1),55000,55.0,,
-1.4596423960973233,0.6274061283505205,0,Kelas Menengah (Grup 1),105000,,5.625,
-1.9269504578459096,0.2922365302388974,0,Kelas Menengah (Grup 1),25000,39.0,3.98,21.671
-0.8294535624637119,0.9787937195095214,0,Kelas Menengah (Grup 1),185000,102.0,5.99,60.0
-2.378091766744735,0.1915269644951949,0,Kelas Menengah (Grup 1),115000,,3.5,
-2.0183394895411926,0.9011939368177394,0,Kelas Menengah (Grup 1),85000,,6.0,
-1.353271686718817,0.6520275167320956,0,Kelas Menengah (Grup 1),205000,215.0,,
-2.56425273448978,0.7046716702177918,0,Kelas Menengah (Grup 1),15000,9.0,5.5,22.5
-0.3444689549880505,0.9931555214287138,0,Kelas Menengah (Grup 1),375000,129.0,4.0,96.5
-1.5239272331919593,0.14734560070583957,0,Kelas Menengah (Grup 1),145000,50.0,,80.0
-0.4179619224333963,0.9061192504370496,0,Kelas Menengah (Grup 1),195000,86.0,2.99,
-0.416841592954656,0.5846273216574751,0,Kelas Menengah (Grup 1),265000,74.0,,96.5
-1.0098139259052623,0.12276566175422819,0,Kelas Menengah (Grup 1),425000,124.0,3.625,96.47
-3.9007604544850074,-0.7133025940782216,0,Kelas Menengah (Grup 1),75000,29.0,,
0.11552678165688746,0.610814180972107,0,Kelas Menengah (Grup 1),265000,,3.75,
-2.699165709031854,0.5211941709025429,0,Kelas Menengah (Grup 1),115000,44.0,2.875,83.835
-0.7318438168826834,0.7149240694475636,0,Kelas Menengah (Grup 1),165000,36.0,5.375,100.854
0.22167574995756859,0.7883287128859156,0,Kelas Menengah (Grup 1),105000,132.0,4.0,73.337
-1.7024138228206336,0.2726969214061667,0,Kelas Menengah (Grup 1),115000,43.0,4.125,51.628
-0.8180907829227116,0.6507250036500956,0,Kelas Menengah (Grup 1),135000,58.0,4.5,79.27
0.013808568310543995,0.5965211531935002,0,Kelas Menengah (Grup 1),95000,40.0,,
-1.0189862244526664,0.4912112659103822,0,Kelas Menengah (Grup 1),245000,,9.233,52.0
-0.4844580575614817,0.6803549401886366,0,Kelas Menengah (Grup 1),455000,314.0,3.0,60.811
-0.6718758265150668,0.6514639345577193,0,Kelas Menengah (Grup 1),135000,47.0,5.625,78.081
-0.5035959317450179,0.5903091356122715,0,Kelas Menengah (Grup 1),345000,95.0,,
-0.449662500699737,0.8909516284809155,0,Kelas Menengah (Grup 1),325000,177.0,7.0,65.0
-0.49686063801461333,0.8295011645780523,0,Kelas Menengah (Grup 1),375000,,2.5,
0.26453936237448256,1.0220157083976933,0,Kelas Menengah (Grup 1),25000,110.0,4.5,55.188
-1.0888383119893978,0.6204227216756356,0,Kelas Menengah (Grup 1),105000,,6.5,80.26
-0.49476987225614105,0.8347815869656345,0,Kelas Menengah (Grup 1),105000,25.0,,69.76
0.17518706848913934,1.510398033582391,0,Kelas Menengah (Grup 1),75000,71.0,4.25,68.98
-0.3499325953932319,0.7092585599730343,0,Kelas Menengah (Grup 1),235000,70.0,4.125,80.0
-1.4018743270255203,0.5874348437211334,0,Kelas Menengah (Grup 1),345000,115.0,,
-0.8405677673516968,1.0936784944054665,0,Kelas Menengah (Grup 1),175000,38.0,4.0,88.808
-0.38886012127313646,0.8041258021018083,0,Kelas Menengah (Grup 1),165000,64.0,,
-0.5835022548578727,0.44416516702856595,0,Kelas Menengah (Grup 1),95000,100.0,,
-0.7411909535033468,0.27267912650599696,0,Kelas Menengah (Grup 1),245000,,4.625,
-1.9078670233236217,0.6835340078606865,0,Kelas Menengah (Grup 1),155000,29.0,,
-0.6679632969261386,0.7133640278587238,0,Kelas Menengah (Grup 1),15000,37.0,,
0.028864876892271886,0.7533373155767793,0,Kelas Menengah (Grup 1),225000,62.0,3.875,75.95
-0.24043303996360513,0.018317704565940195,0,Kelas Menengah (Grup 1),345000,,4.375,
-1.5718986553602998,0.49736418449105835,0,Kelas Menengah (Grup 1),25000,0.0,,6.67
-1.6305372101621591,0.21825503330211216,0,Kelas Menengah (Grup 1),245000,75.0,6.75,80.0
-1.0216158479316797,0.7374461466792042,0,Kelas Menengah (Grup 1),25000,90.0,,75.683
-1.7272192473446335,0.4070716838662808,0,Kelas Menengah (Grup 1),105000,111.0,5.0,72.79
-0.49008058344931255,0.6060096334413879,0,Kelas Menengah (Grup 1),85000,30.0,6.375,75.0
0.4524179775588361,0.9447666274391677,0,Kelas Menengah (Grup 1),255000,183.0,2.25,62.324
-1.294278704851646,0.48808212946392093,0,Kelas Menengah (Grup 1),55000,45.0,5.5,16.67
-2.3320498885670644,0.40261394512245596,0,Kelas Menengah (Grup 1),145000,78.0,3.675,89.99
-0.13495139354621136,0.7490469180021639,0,Kelas Menengah (Grup 1),105000,60.0,5.0,21.053
-0.8157184271565457,-0.038698051197086115,0,Kelas Menengah (Grup 1),195000,75.0,,
-1.5101590948390586,0.9574252919508109,0,Kelas Menengah (Grup 1),85000,51.0,6.0,38.163
-1.4305811381129983,1.1809011527346684,0,Kelas Menengah (Grup 1),315000,,,
-0.2792242770954686,0.3770203744398982,0,Kelas Menengah (Grup 1),205000,64.0,,33.613
-3.36881728452472,-0.10630116368445706,0,Kelas Menengah (Grup 1),345000,70.0,,
-4.185364230946111,-0.19269432924923613,0,Kelas Menengah (Grup 1),605000,232.0,5.0,80.0
-0.39617051917936075,0.9718764452573698,0,Kelas Menengah (Grup 1),55000,38.0,,
